,t0,LZ,dt_LZ,IOI,nCounts
0.0,0.0,0.029897352853986262,0.0,1.0,1
1.0,1.0,0.019931568569324175,-0.009965784284662087,0.0,0
2.0,2.0,0.029897352853986262,0.009965784284662087,0.5,2
3.0,3.0,0.049828921423310434,0.01993156856932417,0.5,2
4.0,4.0,0.019931568569324175,-0.02989735285398626,0.0,0
5.0,5.0,0.019931568569324175,0.0,0.0,0
6.0,6.0,0.029897352853986262,0.009965784284662087,1.0,1
7.0,7.0,0.03986313713864835,0.009965784284662087,0.5,2
8.0,8.0,0.03986313713864835,0.0,1.0,1
9.0,9.0,0.03986313713864835,0.0,1.0,1
10.0,10.0,0.049828921423310434,0.009965784284662084,0.5,2
11.0,11.0,0.03986313713864835,-0.009965784284662084,0.5,2
12.0,12.0,0.049828921423310434,0.009965784284662084,0.5,2
13.0,13.0,0.049828921423310434,0.0,0.3333333333333333,3
14.0,14.0,0.03986313713864835,-0.009965784284662084,0.5,2
15.0,15.0,0.059794705707972524,0.019931568569324175,0.3333333333333333,3
16.0,16.0,0.049828921423310434,-0.009965784284662091,0.5,2
17.0,17.0,0.059794705707972524,0.009965784284662091,0.25,4
18.0,18.0,0.03986313713864835,-0.019931568569324175,0.5,2
19.0,19.0,0.049828921423310434,0.009965784284662084,0.5,2
20.0,20.0,0.059794705707972524,0.009965784284662091,0.25,4
21.0,21.0,0.03986313713864835,-0.019931568569324175,0.5,2
22.0,22.0,0.059794705707972524,0.019931568569324175,0.3333333333333333,3
23.0,23.0,0.049828921423310434,-0.009965784284662091,0.5,2
24.0,24.0,0.059794705707972524,0.009965784284662091,0.25,4
25.0,25.0,0.03986313713864835,-0.019931568569324175,0.5,2
26.0,26.0,0.03986313713864835,0.0,0.5,2
27.0,27.0,0.059794705707972524,0.019931568569324175,0.25,4
28.0,28.0,0.03986313713864835,-0.019931568569324175,0.5,2
29.0,29.0,0.03986313713864835,0.0,0.5,2
30.0,30.0,0.059794705707972524,0.019931568569324175,0.3333333333333333,3
31.0,31.0,0.059794705707972524,0.0,0.25,4
32.0,32.0,0.059794705707972524,0.0,0.3333333333333333,3
33.0,33.0,0.049828921423310434,-0.009965784284662091,0.3333333333333333,3
34.0,34.0,0.049828921423310434,0.0,0.5,2
35.0,35.0,0.03986313713864835,-0.009965784284662084,0.5,2
36.0,36.0,0.059794705707972524,0.019931568569324175,0.25,4
37.0,37.0,0.049828921423310434,-0.009965784284662091,0.3333333333333333,3
38.0,38.0,0.049828921423310434,0.0,0.3333333333333333,3
39.0,39.0,0.029897352853986262,-0.01993156856932417,1.0,1
40.0,40.0,0.059794705707972524,0.029897352853986262,0.25,4
41.0,41.0,0.03986313713864835,-0.019931568569324175,0.3333333333333333,3
42.0,42.0,0.03986313713864835,0.0,1.0,1
43.0,43.0,0.059794705707972524,0.019931568569324175,0.25,4
44.0,44.0,0.049828921423310434,-0.009965784284662091,0.25,4
45.0,45.0,0.049828921423310434,0.0,0.3333333333333333,3
46.0,46.0,0.08969205856195879,0.03986313713864836,0.1111111111111111,9
47.0,47.0,0.06976048999263461,-0.019931568569324182,0.3333333333333333,3
48.0,48.0,0.0797262742772967,0.009965784284662091,0.2,5
49.0,49.0,0.029897352853986262,-0.04982892142331044,1.0,1
50.0,50.0,0.059794705707972524,0.029897352853986262,0.5,2
51.0,51.0,0.06976048999263461,0.009965784284662084,0.1111111111111111,9
52.0,52.0,0.0797262742772967,0.009965784284662091,0.1111111111111111,9
53.0,53.0,0.0797262742772967,0.0,0.1111111111111111,9
54.0,54.0,0.09965784284662087,0.019931568569324168,0.1,10
55.0,55.0,0.08969205856195879,-0.009965784284662077,0.1,10
